,state,city,coordinates,name,business_status,opening_hours,price_level,rating,types,vicinity,ubereats,Cuisine Type
134,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Subway,OPERATIONAL,{'open_now': True},1,4,"['restaurant', 'food', 'point_of_interest', 'establishment']","3/45 Princes Highway, Figtree",FALSE,N/A
135,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Amigos Mexican Restaurant,OPERATIONAL,{'open_now': True},2,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","116 Keira Street, Wollongong",FALSE,N/A
136,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Domino's Pizza Figtree,OPERATIONAL,{'open_now': True},1,3.6,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","45 Princes Highway, Figtree",FALSE,N/A
137,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Figtree Sports,OPERATIONAL,{'open_now': True},N/A,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","120 The Avenue, Figtree",FALSE,N/A
138,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Woolworths Wollongong,OPERATIONAL,{'open_now': True},1,4.1,"['supermarket', 'grocery_or_supermarket', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","63 Burelli Street, Wollongong",FALSE,N/A
139,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Lupa Woodfired Pizza,OPERATIONAL,{'open_now': True},2,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","98-100 Keira Street, Wollongong",FALSE,N/A
140,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",7-Eleven West Wollongong,OPERATIONAL,{'open_now': True},N/A,3,"['gas_station', 'convenience_store', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","346 Crown Street, Wollongong",FALSE,N/A
141,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Lettuce B. Frank,OPERATIONAL,{'open_now': False},2,4.5,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","337 Crown Street, Wollongong",TRUE,Asian
142,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",POD Emporium & Espresso,OPERATIONAL,{'open_now': False},N/A,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']","1/174-182 Gipps Road, Gwynneville",FALSE,N/A
143,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Bostons Espresso-Cafe,OPERATIONAL,{'open_now': False},1,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","11/15 Atchison Street, Wollongong",FALSE,N/A
144,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Snax Plus,OPERATIONAL,{'open_now': False},N/A,N/A,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","90 Market Street, Wollongong",FALSE,N/A
145,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Lavish On Crown,OPERATIONAL,{'open_now': True},N/A,N/A,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Shop 1/266-268 Crown Street, Wollongong",FALSE,N/A
146,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",The White Rabbit,OPERATIONAL,{'open_now': False},2,4.6,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Shop 2/50 Grey Street, Keiraville",FALSE,N/A
147,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Gwynneville Kebab and Pide House,OPERATIONAL,{'open_now': True},1,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","164 Gipps Road, Gwynneville",FALSE,N/A
148,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Kiss & Drop,OPERATIONAL,{'open_now': False},N/A,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","6/31 Thames Street, West Wollongong",FALSE,N/A
149,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Kneading Ruby,OPERATIONAL,{'open_now': True},2,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","5 Crown Lane, Wollongong",FALSE,N/A
150,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Humber,OPERATIONAL,{'open_now': True},2,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","226 Crown Street, Wollongong",FALSE,N/A
151,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",The Coffee Emporium Wollongong,OPERATIONAL,{'open_now': False},2,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","202 Keira Street, Wollongong",FALSE,N/A
152,New South Wales (NSW),Wollongong,"-34.426498294, 150.876496494",Japanese Bento house,OPERATIONAL,{'open_now': True},1,4.6,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","218 Keira Street, Wollongong",FALSE,N/A
153,Northern Territory (NT),Darwin,"-12.46113, 130.84185",Travelodge Resort Darwin,OPERATIONAL,{'open_now': True},N/A,3.7,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","64 Cavenagh Street, Darwin City",FALSE,N/A
154,Northern Territory (NT),Darwin,"-12.46113, 130.84185",Hanuman,OPERATIONAL,{'open_now': False},3,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","next to Darwin Entertainment Centre, 93 Mitchell Street, Darwin City",FALSE,N/A
155,Northern Territory (NT),Darwin,"-12.46113, 130.84185",Ruby Vietnamese Restaurant,OPERATIONAL,{'open_now': True},2,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","48-50 Smith Street, Darwin City",FALSE,N/A
156,Northern Territory (NT),Darwin,"-12.46113, 130.84185",Char Restaurant,OPERATIONAL,{'open_now': True},4,4,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","70 Esplanade, Darwin City",FALSE,N/A
157,Northern Territory (NT),Darwin,"-12.46113, 130.84185",Tim's Surf & Turf,CLOSED_TEMPORARILY,N/A,2,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","10 Litchfield Street, Darwin City",FALSE,N/A
158,Northern Territory (NT),Darwin,"-12.46113, 130.84185",The Deck Bar,OPERATIONAL,{'open_now': True},2,4.2,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","22 Mitchell Street, Darwin City",FALSE,N/A
159,Northern Territory (NT),Darwin,"-12.46113, 130.84185",Monsoons Darwin,OPERATIONAL,{'open_now': True},2,3.9,"['bar', 'night_club', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","46 Mitchell Street, Darwin City",FALSE,N/A
160,Northern Territory (NT),Darwin,"-12.46113, 130.84185",Nirvana Restaurant Darwin,OPERATIONAL,{'open_now': False},2,4.4,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","14 Dashwood Crescent, Darwin City",FALSE,N/A
161,Northern Territory (NT),Darwin,"-12.46113, 130.84185",Mindil Beach Casino Resort,OPERATIONAL,{'open_now': True},N/A,4.1,"['casino', 'spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","Mindil Beach, Gilruth Avenue, Darwin City",FALSE,N/A
162,Northern Territory (NT),Darwin,"-12.46113, 130.84185",City Pizza,OPERATIONAL,{'open_now': True},2,4.1,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Corner of Cavenaugh and Knuckey Street, Darwin City",FALSE,N/A
163,Northern Territory (NT),Darwin,"-12.46113, 130.84185",Ben's Bakehouse,OPERATIONAL,{'open_now': False},1,4.5,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","2/26 Knuckey Street, Darwin City",FALSE,N/A
164,Northern Territory (NT),Darwin,"-12.46113, 130.84185",Noodle House,OPERATIONAL,{'open_now': False},2,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","84 Mitchell Street, Darwin City",FALSE,N/A
165,Northern Territory (NT),Darwin,"-12.46113, 130.84185",Asian Pot,OPERATIONAL,{'open_now': False},N/A,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","6/21 Knuckey Street, Darwin City",FALSE,N/A
166,Northern Territory (NT),Darwin,"-12.46113, 130.84185",D Bar & Restaurant,OPERATIONAL,{'open_now': False},N/A,4.2,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","81 Smith Street, Darwin City",FALSE,N/A
167,Northern Territory (NT),Darwin,"-12.46113, 130.84185",Speaker's Corner Café,OPERATIONAL,{'open_now': False},N/A,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Parliament House Mitchell Street, Darwin City",FALSE,N/A
168,Northern Territory (NT),Darwin,"-12.46113, 130.84185",Darwin Tandoor,OPERATIONAL,{'open_now': True},1,4.8,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Shop 21/69 Mitchell Street, Darwin City",FALSE,N/A
169,Northern Territory (NT),Darwin,"-12.46113, 130.84185",The Kebab and MoMo House,OPERATIONAL,{'open_now': True},N/A,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","3/4 Edmunds Street, Darwin City",TRUE,Indian
170,Northern Territory (NT),Darwin,"-12.46113, 130.84185",Sushi Izu,OPERATIONAL,{'open_now': True},1,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Cavenagh Street, Darwin City",FALSE,N/A
